game_name	age	n	avg	std	gender
阻挡陨石	10	264	21.20959595959596	18.875524722499552	全部
阻挡陨石	11	79	18.341772151898734	18.158998199863163	全部
超级秒表	6	1	384.972972972973	NaN	女
超级秒表	7	75	497.45293548996324	88.03123023679512	男
超级秒表	7	74	443.4576227876139	94.0215748689517	女
超级秒表	8	538	577.3284398485135	82.98630822529692	男
超级秒表	8	540	553.5610384267237	89.8712787522331	女
超级秒表	9	766	601.9511320791416	65.2343202055951	男
超级秒表	9	628	581.1498383947448	70.96460644835706	女
超级秒表	10	225	613.7029290803458	55.529512485618454	男
超级秒表	10	216	595.5720244141147	55.665465447697265	女
超级秒表	11	145	627.7817036942183	45.94355508965338	男
超级秒表	11	142	603.9025965457689	57.03190960129676	女
超级秒表	12	51	636.536319881043	42.86161933071369	男
超级秒表	12	41	643.131443418701	42.671048153589446	女
超级秒表	13	105	675.2580524569886	32.457634406491565	男
超级秒表	13	97	678.6634491559324	28.652587246817244	女
超级秒表	14	17	666.6905905846309	36.45669894321576	男
超级秒表	14	9	669.9534442724458	27.82051310029947	女
超级秒表	15	1	723.1025641025641	NaN	男
超级秒表	15	1	680.4102564102564	NaN	女
倒背数	6	16	2.6699404761904764	0.9526359281699445	男
倒背数	6	24	3.1473048941798942	1.1024883359458295	女
倒背数	8	128	3.931396447467876	1.1701487961398074	男
倒背数	8	127	3.9156746031746033	0.9885523195362852	女
倒背数	9	233	3.969892189914314	1.1680498271478736	男
倒背数	9	217	3.935422949877926	1.1153365415062824	女
倒背数	10	124	4.257310114128296	1.0609530923367516	男
倒背数	10	141	4.508741744873132	1.1522226047498139	女
倒背数	11	119	4.344162935829602	1.2634968672162834	男
倒背数	11	110	4.771488469601677	1.2573483330045112	女
倒背数	12	37	4.130390211640211	1.1015583127553061	男
倒背数	12	27	4.786428571428571	1.014024390659617	女
倒背数	13	105	6.492399267399267	1.5033303362597596	男
倒背数	13	99	6.904203109815355	1.4268842025074147	女
倒背数	14	17	6.723529411764706	1.0744517145633417	男
倒背数	14	9	6.333333333333333	1.1188101318414632	女
倒背数	15	1	7.083333333333333	NaN	男
倒背数	15	1	9.25	NaN	女
方块速记	6	1	5.533333333333333	NaN	女
方块速记	7	67	5.687252747252748	0.7217113315565695	男
方块速记	7	71	5.432517006802721	0.6514498558893771	女
方块速记	8	522	6.446020937557902	0.7999962527058762	男
方块速记	8	526	6.317973231357553	0.8074642946800366	女
方块速记	9	767	6.839991122947182	0.8514238211825533	男
方块速记	9	635	6.753173333333334	0.8213977515054852	女
方块速记	10	225	7.23110119047619	0.8912126948391855	男
方块速记	10	216	7.182325581395348	0.8078198853886591	女
方块速记	11	139	7.719221411192214	0.9414126208392599	男
方块速记	11	133	7.582692307692308	0.9344525493311936	女
方块速记	12	51	7.968	0.7986229645181648	男
方块速记	12	41	7.68739837398374	1.0201428310114011	女
火眼金睛	6	1	8	NaN	女
火眼金睛	7	1	7.333333333333333	NaN	男
火眼金睛	7	1	9.666666666666666	NaN	女
火眼金睛	8	507	12.220675944333996	2.6134524769746026	男
火眼金睛	8	516	12.300717547292889	2.465496438190633	女
火眼金睛	9	771	13.963254593175852	2.707709238581735	男
火眼金睛	9	638	14.191903259726603	2.80114027819041	女
火眼金睛	10	227	15.718289085545722	2.531537340565097	男
火眼金睛	10	216	16.177672955974842	2.4696972190595985	女
火眼金睛	11	215	17.103286384976524	2.935679209172744	男
火眼金睛	11	209	17.467637540453076	2.89074387257275	女
火眼金睛	12	88	18.14176245210728	2.637746367938202	男
火眼金睛	12	68	18.544117647058822	2.5319873432445514	女
火眼金睛	13	2	19	4.242640687119285	女
卡片分类	6	23	1.2987260986144304	0.11646566760367394	男
卡片分类	6	35	1.2695722084506809	0.11332699610107207	女
卡片分类	7	62	1.063085035600064	0.29296390704292663	男
卡片分类	7	57	1.1205182342307327	0.24996249939119966	女
卡片分类	8	651	1.3733520856855241	0.14045870160651652	男
卡片分类	8	660	1.3778793416350854	0.14705153029831364	女
卡片分类	9	1007	1.4211624346986642	0.13074216361341776	男
卡片分类	9	851	1.42053156240204	0.12224565380998238	女
卡片分类	10	350	1.457073407648031	0.11599822653057026	男
卡片分类	10	357	1.454761039835477	0.1118045872547945	女
卡片分类	11	257	1.4869495243269835	0.12138111660680706	男
卡片分类	11	243	1.5133957857735802	0.12669057306667808	女
卡片分类	12	88	1.5315340333779905	0.10741518947977238	男
卡片分类	12	68	1.530852695592084	0.10399176766456288	女
卡片分类	13	105	1.6214275666422187	0.15593474600466536	男
卡片分类	13	99	1.637916128865518	0.13242145448080675	女
卡片分类	14	17	1.5818712918430247	0.14502068621277736	男
卡片分类	14	9	1.6697567908900146	0.12023511197435863	女
卡片分类	15	1	1.559807312319218	NaN	男
卡片分类	15	1	1.6710638490879979	NaN	女
快速归类	6	18	37.627450980392155	5.7238321867399975	男
快速归类	6	33	38.145833333333336	7.714872988777904	女
快速归类	8	103	50.13861386138614	8.781580132012776	男
快速归类	8	108	49.20872274143302	8.825767896403494	女
快速归类	9	224	62.20982142857143	13.836079392030037	男
快速归类	9	212	59.8562401263823	14.546654619219085	女
快速归类	10	124	69.4274193548387	12.63221391268412	男
快速归类	10	141	66.62647754137116	12.593237992612519	女
快速归类	11	119	73.95156695156695	11.664389347296975	男
快速归类	11	111	75.56969696969696	13.254918149768987	女
快速归类	12	37	80.71171171171171	12.9245584403315	男
快速归类	12	27	79.38271604938272	8.7519002594473	女
快速归类	13	105	92.7156862745098	10.311794549936291	男
快速归类	13	99	92.45791245791246	10.139904092649552	女
快速归类	14	17	95.73333333333333	8.380059476244595	男
快速归类	14	9	95.875	4.294468572182162	女
快速归类	15	1	101.33333333333333	NaN	男
快速归类	15	1	97.33333333333333	NaN	女
魔法师高级	10	70	0.6952495974235104	0.1142550520675011	男
魔法师高级	10	80	0.7236111111111111	0.11345109846299309	女
魔法师高级	11	137	0.7367472434266328	0.09479357595553518	男
魔法师高级	11	128	0.7524444444444445	0.09190977321149327	女
魔法师高级	12	51	0.7316666666666667	0.1009154369857291	男
魔法师高级	12	41	0.768970189701897	0.0994174824541682	女
魔法师高级	13	105	0.8190399137001079	0.07043026608374206	男
魔法师高级	13	97	0.8207465277777778	0.061160205060753536	女
魔法师高级	14	17	0.8046875	0.08090103916427822	男
魔法师高级	14	9	0.7762345679012346	0.04305804453180155	女
魔法师高级	15	1	0.8472222222222222	NaN	男
魔法师高级	15	1	0.7083333333333334	NaN	女
魔法师中级	6	16	0.6397569444444444	0.13151428418405525	男
魔法师中级	6	27	0.6095679012345679	0.16358136680080382	女
魔法师中级	7	1	0.8333333333333334	NaN	男
魔法师中级	7	1	0.5416666666666666	NaN	女
魔法师中级	8	469	0.7260968049594659	0.11369774060476948	男
魔法师中级	8	504	0.7249667332002662	0.11563938786983076	女
魔法师中级	9	773	0.7314270152505447	0.11793571347162998	男
魔法师中级	9	640	0.7404199475065617	0.11202997462582993	女
魔法师中级	10	235	0.7585240820219361	0.11576273915444034	男
魔法师中级	10	241	0.7692803563056727	0.11001804221587184	女
魔法师中级	11	118	0.7614942528735632	0.10806941502446982	男
魔法师中级	11	109	0.7994548286604362	0.10251001954597719	女
魔法师中级	12	37	0.7777777777777778	0.1024622054908985	男
魔法师中级	12	27	0.8173076923076923	0.06800647977617984	女
魔法师中级	13	105	0.8389161220043573	0.07308289643243013	男
魔法师中级	13	99	0.8533791523482245	0.07706897055476161	女
魔法师中级	14	17	0.8194444444444444	0.06708970715828443	男
魔法师中级	14	9	0.8271604938271605	0.068785453509739	女
魔法师中级	15	1	0.6527777777777778	NaN	男
魔法师中级	15	1	0.5833333333333334	NaN	女
魔法师终极	10	75	0.6524024024024024	0.10945717686671606	男
魔法师终极	10	88	0.7018623737373737	0.10225629810504538	女
魔法师终极	11	109	0.7095015576323987	0.10440872461642027	男
魔法师终极	11	99	0.7212401795735129	0.10000182123192992	女
魔法师终极	12	36	0.71875	0.11333950924660396	男
魔法师终极	12	27	0.7088477366255144	0.08001601304689188	女
魔法师终极	13	2	0.7777777777777778	0.11785113019775798	女
魔术师初级	6	1	0.8194444444444444	NaN	女
魔术师初级	7	71	0.6912238325281803	0.1981747819164625	男
魔术师初级	7	70	0.7573529411764706	0.1593630251218901	女
魔术师初级	8	141	0.8525132275132276	0.07447050006001513	男
魔术师初级	8	114	0.8675925925925926	0.08939133060502996	女
魔术师初级	9	209	0.8573422668900056	0.0822823902133218	男
魔术师初级	9	197	0.8814456721915286	0.07866976783744896	女
魔术师初级	10	113	0.8972746331236897	0.06096902810941006	男
魔术师初级	10	116	0.8967013888888888	0.06869670637398347	女
魔术师初级	11	139	0.8993573797678275	0.06118218903161086	男
魔术师初级	11	133	0.9157051282051282	0.0680674957783574	女
魔术师初级	12	51	0.9101473922902494	0.058384432591315205	男
魔术师初级	12	41	0.9423076923076923	0.03922402346259486	女
顺背数	6	1	5.1	NaN	女
顺背数	7	63	4.589971751412429	1.0830271045243078	男
顺背数	7	69	4.593143090569561	1.0704916359419538	女
顺背数	8	138	5.633475479744137	1.1728085156723302	男
顺背数	8	118	5.687412008281574	1.085691877728344	女
顺背数	9	212	5.813792102206737	0.9808363185079143	男
顺背数	9	197	6.0167498719918076	1.0496644508718982	女
顺背数	10	113	6.140298175344904	0.9188986200168345	男
顺背数	10	117	6.336798469387755	1.0076569883227084	女
顺背数	11	139	6.2179012345679014	0.9110209220275557	男
顺背数	11	133	6.502957589285714	1.0168351728883995	女
顺背数	12	51	6.242666666666667	1.0276416900821828	男
顺背数	12	41	6.690598290598291	1.2647514763416277	女
太空飞船	6	1	1.0588028234075522	NaN	女
太空飞船	7	1	1.3508331727657612	NaN	男
太空飞船	7	1	0.225	NaN	女
太空飞船	8	493	1.3918616689881267	0.15993532452640544	男
太空飞船	8	496	1.36977634912444	0.17508456553337595	女
太空飞船	9	758	1.4647635123515557	0.14548865839223568	男
太空飞船	9	627	1.455295161438705	0.1367574570502886	女
太空飞船	10	225	1.5606195736228972	0.11271340048648111	男
太空飞船	10	215	1.5494008392819374	0.12345791485019952	女
太空飞船	11	139	1.6565195687526553	0.11394848409113366	男
太空飞船	11	133	1.6233058317132032	0.1198413510826913	女
太空飞船	12	51	1.7068345828919296	0.1108848412930438	男
太空飞船	12	41	1.696762952496604	0.12251219214524006	女
位置记忆	6	29	4.4944885361552025	0.5160780720161839	男
位置记忆	6	40	4.354440154440154	0.521530308309051	女
位置记忆	8	143	4.777886262418637	0.6221840995361102	男
位置记忆	8	137	4.7518119747899155	0.5775787305929995	女
位置记忆	9	227	4.820705782312925	0.5648383425560369	男
位置记忆	9	213	4.750657008086253	0.618276010951356	女
位置记忆	10	124	5.035365853658536	0.5763247687812012	男
位置记忆	10	141	5.053701772679875	0.5758456528695055	女
位置记忆	11	120	5.18115763546798	0.6337258329345219	男
位置记忆	11	110	5.2472619047619045	0.6156383705126051	女
位置记忆	12	37	5.443347338935574	0.4472530738906552	男
位置记忆	12	27	5.285361552028219	0.5647857569071422	女
位置记忆	13	105	5.889056776556776	0.699514435522645	男
位置记忆	13	99	5.937133237133237	0.6823349606787548	女
位置记忆	14	17	5.874649859943977	0.5063261512785878	男
位置记忆	14	9	5.549206349206349	0.5768308621575438	女
位置记忆	15	1	5.833333333333333	NaN	男
位置记忆	15	1	4.3	NaN	女
萤火虫	6	31	3.932258064516129	1.101160460973979	男
萤火虫	6	40	3.560416666666667	1.241275464674252	女
萤火虫	7	75	5.04009009009009	0.7324554672876057	男
萤火虫	7	75	5.013513513513513	0.7602204462573534	女
萤火虫	8	552	5.397509225092251	1.1302131887116442	男
萤火虫	8	577	5.247375922199866	1.065741905567432	女
萤火虫	9	789	5.828612209046992	0.9229551822841092	男
萤火虫	9	647	5.758306451612903	0.9267536265501056	女
萤火虫	10	236	5.98932178932179	1.097566025595948	男
萤火虫	10	241	5.919831223628692	1.0646511986484894	女
萤火虫	11	120	5.809259259259259	1.01205957367767	男
萤火虫	11	111	5.684862385321101	1.110816028604813	女
萤火虫	12	37	5.922972972972973	1.0216132799125575	男
萤火虫	12	27	5.962962962962963	1.1568574191831456	女
萤火虫	13	105	7.153205128205128	1.0518799037150968	男
萤火虫	13	99	7.176262626262626	0.9723300290671296	女
萤火虫	14	17	7.205882352941177	1.0176897375726968	男
萤火虫	14	9	7.166666666666667	0.8036375634160793	女
萤火虫	15	1	6.5	NaN	男
萤火虫	15	1	6.333333333333334	NaN	女
阻挡陨石	6	26	2.9871794871794872	0.6894814104706635	男
阻挡陨石	6	39	2.606837606837607	0.8196126416126085	女
阻挡陨石	8	117	27.891737891737893	7.199913401436038	男
阻挡陨石	8	119	24.647058823529413	6.514548995963131	女
阻挡陨石	9	235	34.811347517730496	9.108132921100788	男
阻挡陨石	9	217	31.00614439324117	10.25442608109867	女
阻挡陨石	10	123	23.33062330623306	19.621671967762854	男
阻挡陨石	10	141	19.35933806146572	18.06650285121593	女
阻挡陨石	11	44	18.53030303030303	18.612645833383198	男
阻挡陨石	11	35	18.104761904761904	17.839475106688717	女
